url,question,reference_answer
https://www.pghcitypaper.com/category/drink-1380413,What is the name of the bar that will combine dog park and bar when it opens in the Strip this September?,The Dog Penn
https://www.pghcitypaper.com/category/drink-1380413,What is the name of the craft drink that Jackworth added to the Pittsburgh craft drink scene in August 2024?,alcoholic ginger beer
https://www.pghcitypaper.com/category/drink-1380413,What is the name of the Pittsburgh food establishment that pairs history and tradition with innovation?,Amazing Dumplings
https://www.pghcitypaper.com/category/drink-1380413,What is the name of the Pittsburgh university that is home to the School of Computer Science?,Carnegie Mellon University
https://www.britannica.com/place/ohio-state,"What is the name of the river that runs through Pittsburgh, Pennsylvania?",Allegheny River
https://www.britannica.com/place/ohio-state,"What is the name of the university located in Pittsburgh, Pennsylvania that is known for its computer science program?",Carnegie Mellon University
https://www.britannica.com/place/ohio-state,"What is the name of the city located in the state of Ohio that is often used to test attitudes, ideas, and commercial products?",Columbus
https://www.britannica.com/place/ohio-state,What is the name of the state flower of Ohio?,Scarlet Carnation
https://www.britannica.com/place/ohio-state,What is the name of the city located in the state of Ohio that is known for its ethnic diversity?,Cleveland
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,What is the name of the restaurant where Poetry & Pints is held?,Burgh'ers Restaurant
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,In which neighborhood is Poetry & Pints held?,Lawrenceville
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,What is the name of the organization that hosts Poetry & Pints?,pghpoetry.org
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,What is the name of the event where writers and readers can share their work in a no-pressure environment?,Poetry & Pints
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,What is the name of the university mentioned in the document?,Carnegie Mellon University
https://downtownpittsburgh.com/events/event?id=62427,What is the name of the university that is often associated with Pittsburgh?,Carnegie Mellon University
https://downtownpittsburgh.com/events/event?id=62427,What is the name of the famous bridge in Pittsburgh that connects the city to the South Side?,The Andy Warhol Bridge
https://downtownpittsburgh.com/events/event?id=62427,What is the name of the popular music venue in Pittsburgh that hosts various acts?,The Mamma Mia Bar
https://downtownpittsburgh.com/events/event?id=62427,What is the name of the organization that oversees the development and improvement of downtown Pittsburgh?,Pittsburgh Downtown Partnership
https://downtownpittsburgh.com/events/event?id=62427,What is the name of the annual festival that celebrates the city's cultural heritage?,Picklesburgh
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,What is the name of the annual recognition of locals who have made a profound impact on their communities?,People of the Year
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,What is the name of the university that is located in Pittsburgh and is known for its computer science program?,Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,What is the name of the city's newspaper that honors the spirit-filled individuals with their annual People of the Year issue?,Pittsburgh City Paper
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,What is the name of the event that recognizes locals who have made a profound impact on their communities over the past year?,People of the Year
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,What is the name of the organization that is proud to honor the spirit-filled individuals with their annual People of the Year issue?,Pittsburgh City Paper
https://www.visitpittsburgh.com/events-festivals/holidays,What Pittsburgh attraction has been a staple during the holidays since 2001?,The UPMC Rink at PPG Place
https://www.visitpittsburgh.com/events-festivals/holidays,Where can you find a 70' tunnel of light during Dazzling Nights at the Pittsburgh Botanic Gardens?,Dazzling Nights event at the Pittsburgh Botanic Gardens
https://www.visitpittsburgh.com/events-festivals/holidays,What Pittsburgh museum has carried on a centuries-old tradition of recreating a Neapolitan nativity scene since 1957?,The Carnegie Museum of Art
https://www.visitpittsburgh.com/events-festivals/holidays,What event is a free market featuring handmade products from 250+ talented makers and artists?,Handmade Arcade Holiday Market
https://www.visitpittsburgh.com/events-festivals/holidays,What Pittsburgh holiday celebration takes place in the Cultural District with a variety of family-friendly activities and fireworks?,Highmark First Night Pittsburgh
https://www.mlb.com/dbacks,What is the name of the baseball team that plays in Pittsburgh?,Pittsburgh Pirates
https://www.mlb.com/dbacks,What is the name of the stadium where the Pittsburgh Pirates play their home games?,PNC Park
https://www.mlb.com/dbacks,What is the name of the city in Pennsylvania where Carnegie Mellon University is located?,Pittsburgh
https://www.mlb.com/dbacks,What is the name of the professional sports team in Pittsburgh that plays in the National League Central division?,Pittsburgh Pirates
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,What is the name of the river that runs through Pittsburgh?,Three Rivers
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,What is the name of Carnegie Mellon University's robotics team?,CMU Robotics
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,What is the name of the famous music venue in Pittsburgh that hosts local and national acts?,Mr. Small's Theatre
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,What is the name of the city's professional hockey team?,Penguins
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,What is the name of Carnegie Mellon University's artificial intelligence lab?,The Robotics Institute
https://www.steelers.com/news/los-steelers-cierran-la-temporada-regular-con-derrota-ante-bengals,What is the name of the university where Andrew Carnegie studied?,Carnegie Mellon University
https://www.steelers.com/news/los-steelers-cierran-la-temporada-regular-con-derrota-ante-bengals,Who is the head coach of the Pittsburgh Steelers?,Mike Tomlin
https://www.steelers.com/news/los-steelers-cierran-la-temporada-regular-con-derrota-ante-bengals,What is the name of the city where Carnegie Mellon University is located?,Pittsburgh
https://www.steelers.com/news/los-steelers-cierran-la-temporada-regular-con-derrota-ante-bengals,What is the name of the team that the Pittsburgh Steelers play in the AFC North division?,Baltimore Ravens
https://trustarts.org/pct_home/visit,What is the name of the theater in the Cultural District that hosts the Pittsburgh Symphony Orchestra?,Heinz Hall
https://trustarts.org/pct_home/visit,What is the name of the project that the Cultural District is a part of?,Pittsburgh Cultural Trust
https://trustarts.org/pct_home/visit,What type of art can be found in the Cultural District?,"contemporary music, modern dance, visual art, and thought-provoking theater"
https://trustarts.org/pct_home/visit,What is the name of the bike lane system in the Cultural District?,ParkPGH Bike Lanes
https://trustarts.org/pct_home/visit,What is the name of the street that the Pittsburgh Cultural Trust is located on?,Liberty Avenue
https://www.britannica.com/topic/native-american,What is the name of the famous computer science museum in Pittsburgh?,Carnegie Science Center
https://www.britannica.com/topic/native-american,Which university is known for its robotics program in Pittsburgh?,Carnegie Mellon University
https://www.britannica.com/topic/native-american,What is the name of the famous street in Pittsburgh that runs through Oakland?,Fifth Avenue
https://www.britannica.com/topic/native-american,What is the name of the university that has a campus in Pittsburgh?,University of Pittsburgh
https://www.britannica.com/topic/native-american,What is the name of the famous bridge in Pittsburgh that connects the city to the North Shore?,Andy Warhol Bridge
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,What university is known for its computer science program?,Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,What city in Pennsylvania is home to the Byham Theater?,Pittsburgh
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,What is the name of the rock opera by Andrew Lloyd Webber that is being performed at the Byham Theater?,Jesus Christ Superstar
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,What is the name of the street where the Byham Theater is located?,Sixth Street
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,What is the name of the festival held in Pittsburgh that celebrates the city's LGBTQ community?,PrideFest
https://trustarts.org/blog/artist-to-watch-vania-evangelique,What university is Vania Evangelique currently studying at?,Point Park University
https://trustarts.org/blog/artist-to-watch-vania-evangelique,What city did Vania Evangelique originally come from?,"Bethlehem, Pennsylvania"
https://trustarts.org/blog/artist-to-watch-vania-evangelique,What is the name of Vania Evangelique's first creative project?,Soft
https://trustarts.org/blog/artist-to-watch-vania-evangelique,What is the name of Vania Evangelique's upcoming project that will be a visual memory map of her hometown?,Home
https://trustarts.org/blog/artist-to-watch-vania-evangelique,What is the name of the school where Vania Evangelique initially wanted to become a jazz artist?,A performing arts school
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,What is the name of the city's 311 Response Center?,311 Response Center
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,What is the phone number for the 311 Response Center when calling outside of Pittsburgh?,412-255-2621
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,What is the contact number for the City of Pittsburgh's Building Cleaning/Maintenance department?,412-255-2306
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,What is the contact number for the City of Pittsburgh's Pension (Police) department?,412-255-2725
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,What is the name of the city's accessibility entrance on Ross St.?,Accessibility entrance on Ross St.
https://www.steelers.com/women,What is the name of the Pittsburgh Steelers' platform celebrating the NFL's largest female fanbase?,Women of Steel
https://www.pinterest.com/visitpittsburgh,What is the name of the famous museum on the Carnegie Mellon University campus?,The Carnegie Museum of Art
https://www.pinterest.com/visitpittsburgh,What is the name of the famous bridge in Pittsburgh that is known for its Gothic-style architecture?,The Smithfield Street Bridge
https://www.pinterest.com/visitpittsburgh,What is the name of the famous university that is known for its computer science program?,Carnegie Mellon University
https://www.pinterest.com/visitpittsburgh,What is the name of the famous neighborhood in Pittsburgh that is known for its arts and culture?,The Strip District
https://www.pinterest.com/visitpittsburgh,What is the name of the famous street in Pittsburgh that is known for its upscale shopping and dining?,Fifth Avenue
https://www.mlb.com/pirates#1-115,What is the name of the Pirates' home stadium?,PNC Park
https://www.mlb.com/pirates#1-115,What is the name of the university where Andrew Carnegie founded the Carnegie Technical Schools in 1900?,Carnegie Mellon University
https://www.mlb.com/pirates#1-115,What is the name of the Pirates' top prospect for the 2025 season?,Bubba Chandler
https://www.mlb.com/pirates#1-115,What is the name of the Pirates' manager for the 2025 season?,Not mentioned
https://www.mlb.com/pirates#1-115,What is the name of the Pirates' top pick in the 2025 draft?,Lawrence
https://downtownpittsburgh.com/events/event?id=62355,What is the name of the famous robotics lab at Carnegie Mellon University?,The Robotics Institute
https://downtownpittsburgh.com/events/event?id=62355,What is the name of the main campus of Carnegie Mellon University in Pittsburgh?,"The Andrew Carnegie Mellon University campus, also known as the Oakland campus"
https://downtownpittsburgh.com/events/event?id=62355,What is the name of the iconic bridge in Pittsburgh that connects the city's North Shore to the South Shore?,The Andy Warhol Bridge
https://downtownpittsburgh.com/events/event?id=62355,"What is the name of the famous art museum located in Oakland, Pittsburgh, that is affiliated with Carnegie Mellon University?",The Carnegie Museum of Art
https://downtownpittsburgh.com/events/event?id=62355,What is the name of the popular Pittsburgh neighborhood that is home to Carnegie Mellon University's main campus?,Oakland
https://www.heinzhistorycenter.org/event/history-uncorked-2025,What is the name of the annual fundraising event hosted by the Heinz History Center?,History Uncorked
https://www.heinzhistorycenter.org/event/history-uncorked-2025,Which Pittsburgh DJ will be performing at the History Uncorked event?,DJ Bonics
https://www.heinzhistorycenter.org/event/history-uncorked-2025,What is the name of the museum where the History Uncorked event will be held?,Heinz History Center
https://www.heinzhistorycenter.org/event/history-uncorked-2025,What is the name of the street where the Heinz History Center is located?,Smallman Street
https://www.heinzhistorycenter.org/event/history-uncorked-2025,What is the name of the city where the Heinz History Center is located?,Pittsburgh
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,"What is the name of the university that was founded in 1900 in Pittsburgh, Pennsylvania?",Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,What is the name of the famous bridge that connects Pittsburgh's North Shore to the city's downtown area?,The Andy Warhol Bridge
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,What is the name of the research institute at Carnegie Mellon University that focuses on robotics and artificial intelligence?,The Robotics Institute
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,What is the name of the sports team that represents Carnegie Mellon University?,The Carnegie Mellon Tartans
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,What is the name of the famous museum located in Pittsburgh that is affiliated with Carnegie Mellon University?,The Andy Warhol Museum
https://www.pghcitypaper.com/pittsburgh/marchs-keg-tapping-celebration/event?oid=27527083,What is the name of the university's mascot?,Satan
https://www.pghcitypaper.com/pittsburgh/marchs-keg-tapping-celebration/event?oid=27527083,What is the name of the university's computer science department's annual conference?,CMU Computer Science Annual Conference
https://www.pghcitypaper.com/pittsburgh/marchs-keg-tapping-celebration/event?oid=27527083,What is the name of the university's robotics department's annual conference?,Robotics: Science and Systems
https://www.pghcitypaper.com/pittsburgh/marchs-keg-tapping-celebration/event?oid=27527083,What is the name of the university's football team?,Tartans
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the name of the major Pittsburgh cultural institution that offers planned giving opportunities?,The Pittsburgh Cultural Trust
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the address of The Pittsburgh Cultural Trust?,"803 Liberty Avenue, Pittsburgh, PA 15222"
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the name of the Carnegie Mellon University's gift program that allows donors to give to the university in a tax-advantaged way?,The Carnegie Mellon University Gift Program
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the name of the Pittsburgh area that The Pittsburgh Cultural Trust serves?,Pittsburgh
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the contact number of The Pittsburgh Cultural Trust's major gifts officer?,412-456-2648
https://www.pghcitypaper.com/arts-entertainment,What is the name of the university where Noah Wyle took us inside?,Carnegie Mellon University
https://www.pghcitypaper.com/arts-entertainment,What is the name of the Pittsburgh-based film organization that launched a funding campaign to restore local film 'treasures'?,Pittsburgh Sound + Image
https://www.pghcitypaper.com/arts-entertainment,What is the name of the theater company that lost faith in the Catholic Church with the play 'Unreconciled'?,barebones productions
https://www.pghcitypaper.com/arts-entertainment,What is the name of the local artist who created an interactive app to preserve Pittsburgh's Black history?,Tara Fay Coleman
https://www.pghcitypaper.com/arts-entertainment,What is the name of the Pittsburgh basketball legend who was remembered in a recent article?,John Brisker
https://www.cmu.edu/engage/alumni/about/aab/index.html,What is the name of the university's alumni association board?,CMU Alumni Association Board
https://www.cmu.edu/engage/alumni/about/aab/index.html,"What is the name of the conference that Carnegie Mellon hosted in 2015 that featured world-class innovators working at the cutting edge of personal, local, national, global, and interplanetary frontiers?",Frontiers Conference
https://www.cmu.edu/engage/alumni/about/aab/index.html,What is the name of the student group that Astha Singhal was a part of at Carnegie Mellon?,INI holiday party
https://www.cmu.edu/engage/alumni/about/aab/index.html,What is the name of the university's newspaper that Brit McCandless Farmer was the news editor of?,The Tartan
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,What city in the US is the location of Carnegie Mellon University?,Pittsburgh
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,What is the name of the book festival presented by Riverstone Books and held in Pittsburgh?,Bookish in the 'Burgh
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,What is the name of the river in the city of Paris in which a treasure-hunter in the book 'The Gilded Wolves' is found half-dead?,River Seine
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,What is the name of the Teen Ambassador who recommended the book 'Patron Saints of Nothing'?,Abby R.
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,What is the name of the city in which the book 'The Gilded Wolves' is set?,Paris
https://carnegiemuseums.org/join-support,What is the name of the university that Carnegie Mellon University is named after?,Andrew Carnegie
https://carnegiemuseums.org/join-support,What is the name of the museum that is one of the four Carnegie Museums located in Pittsburgh?,The Andy Warhol Museum
https://carnegiemuseums.org/join-support,What is the name of the neighborhood where Carnegie Mellon University is located?,Oakland
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,What is the name of the federal building in Pittsburgh where protesters gathered to protest against Musk and Trump?,The William S. Moorhead building
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,What is the name of the drag show hosted by Coven of Misfits that celebrated Tim Robinson's wild sketch comedy series?,I Think You Should Tease
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,What is the name of the Pittsburgh-based university that has a strong reputation for computer science and robotics?,Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,What is the name of the annual tattoo expo held in Pittsburgh?,Pittsburgh Tattoo Expo
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,What is the name of the charity that runners participated in by running in their underwear on the North Side?,Cupid's Undie Run
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,"What is the name of the university that is located in Pittsburgh, Pennsylvania?",Carnegie Mellon University
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,What is the name of the cultural organization that provides donor presale access to events in Pittsburgh?,Pittsburgh Cultural Trust
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,What is the name of the street where the administrative offices of the Pittsburgh Cultural Trust are located?,Liberty Avenue
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,What is the phone number to call to access donor presales by phone?,412-456-6666
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,What is the name of the website where one can access donor presale tickets online?,TrustArts.org
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,"What university is located in Pittsburgh, Pennsylvania?",Carnegie Mellon University
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,What is the name of the annual event in the Cultural District that celebrates local art in Pittsburgh?,The Fall Gallery Crawl
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,Which artist designed the murals in Exchange Way during the Fall Gallery Crawl?,Alison Zapata
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,What is the name of the installation at Wood Street Galleries that investigates the Arctic Circle and its rapid disappearance?,Boat Trip
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,Who is performing at the World Market during the Fall Gallery Crawl?,Global Beats
https://www.steelers.com/video/watch-women-of-steel-steelers-celebrate-national-girls-and-women-in-sports-day,"Which Pittsburgh-based university is known for its programs in computer science, robotics, and artificial intelligence?",Carnegie Mellon University
https://www.steelers.com/video/watch-women-of-steel-steelers-celebrate-national-girls-and-women-in-sports-day,What is the name of the famous robotics lab at Carnegie Mellon University that was founded in 1997?,The Robotics Institute
https://www.steelers.com/video/watch-women-of-steel-steelers-celebrate-national-girls-and-women-in-sports-day,Which Pittsburgh-based university has a strong program in computer science and has produced many successful tech entrepreneurs and researchers?,Carnegie Mellon University
https://www.steelers.com/video/watch-women-of-steel-steelers-celebrate-national-girls-and-women-in-sports-day,What is the name of the university's mascot that is a robotic figure that appears at athletic events?,Robo
https://downtownpittsburgh.com/events/event?id=62445,What university is known for its robotics program?,Carnegie Mellon University
https://downtownpittsburgh.com/events/event?id=62445,What is the name of the famous public art installation in downtown Pittsburgh?,Holiday Programming
https://downtownpittsburgh.com/events/event?id=62445,What is the name of the popular food festival held in Market Square?,Picklesburgh
https://downtownpittsburgh.com/events/event?id=62445,What is the name of the Pittsburgh arena where the Penguins play their home games?,PPG Paints Arena
https://downtownpittsburgh.com/events/event?id=62445,What is the name of the organization that oversees the development and activities in downtown Pittsburgh?,Pittsburgh Downtown Partnership
https://www.nhl.com/gamecenter/stl-vs-pit/2025/03/13/2024021044,What is the name of the hockey team that plays at PPG Paints Arena in Pittsburgh?,Pittsburgh Penguins
https://www.nhl.com/gamecenter/stl-vs-pit/2025/03/13/2024021044,"What is the name of the hockey team that the Pittsburgh Penguins are playing against on March 13, 2025?",St. Louis Blues
https://www.nhl.com/gamecenter/stl-vs-pit/2025/03/13/2024021044,Who is the current coach of the Pittsburgh Penguins?,Mike Sullivan
https://www.nhl.com/gamecenter/stl-vs-pit/2025/03/13/2024021044,Who is the current coach of the St. Louis Blues?,Jim Montgomery
https://www.nhl.com/gamecenter/stl-vs-pit/2025/03/13/2024021044,What is the name of the NHL player who is currently leading the St. Louis Blues in goals?,Robert Thomas
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,What is the name of the exhibit centered on mental health from the Black perspective at the InVisible exhibit?,InVisible by the Coloured Section
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,What is the name of the film directed by Skinny Meyers that tells the story of a young Black man in America?,The Sleeping Negro
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,What is the name of the magic show featuring Eric Jones at Liberty Magic?,Immaculate Deception
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,What is the name of the jazz series presented by BNY Mellon?,BNY Mellon Presents JazzLive series
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,What is the name of the theater where the BNY Mellon Presents JazzLive series takes place?,Backstage Bar
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,What is the name of the opera house that hosted Pittsburgh Opera's performance of 'Armida'?,CAPA School Theater
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,What is the name of the director of the Pittsburgh Opera Orchestra during the performance of 'Armida'?,Anthony Walker
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,"What is the name of the university that is home to the School of Drama, where the cast of 'Armida' was trained?",Carnegie Mellon University
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,What is the name of the art form that is featured in the performance of 'Armida'?,Opera
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,What is the name of the composer who wrote the opera 'Armida'?,Franz Joseph Haydn
https://events.cmu.edu/submit,What is the name of Carnegie Mellon University's main campus?,"The main campus of Carnegie Mellon University is located in Pittsburgh, Pennsylvania."
https://events.cmu.edu/submit,What is the name of the university's login page?,login.cmu.edu
https://events.cmu.edu/submit,What should the URL for the login page start with?,https://login.cmu.edu
https://events.cmu.edu/submit,What should you do if the URL does not start with https://login.cmu.edu?,"Do not fill in any information, and report this site to it-help@cmu.edu."
