url,question,reference_answer
https://carnegiemuseums.org/carnegie-magazine/bringing-ancient-egypt-alive,What is the name of the exhibition that the Dahshur boat will be a part of at the Carnegie Museum of Natural History?,Egypt on the Nile
https://carnegiemuseums.org/carnegie-magazine/bringing-ancient-egypt-alive,Who is the Egyptologist and assistant curator of the upcoming Egypt on the Nile exhibition?,Lisa Haney
https://carnegiemuseums.org/carnegie-magazine/bringing-ancient-egypt-alive,What is the name of the museum where Mostafa Sherif worked as a conservator before coming to the Carnegie Museum of Natural History?,National Museum of Egyptian Civilization
https://trustarts.org/pct_home/engagement/lullaby-project,What is the name of the music program at Carnegie Hall that partnered with the Pittsburgh Cultural Trust to create the Lullaby Project?,Weill Music Institute
https://trustarts.org/pct_home/engagement/lullaby-project,Who is the founder of Baker Music School and the Music Director at Calvary Baptist Church?,Sean Baker
https://trustarts.org/pct_home/engagement/lullaby-project,What is the name of the program that pairs new and expecting parents with professional artists to write and sing personal lullabies for their babies?,Lullaby Project
https://trustarts.org/pct_home/engagement/lullaby-project,What is the name of the theater where the first Lullaby Project Celebration Concert took place?,Greer Cabaret Theater
https://trustarts.org/pct_home/engagement/lullaby-project,In what year did the Pittsburgh Cultural Trust host its first Lullaby Project cohorts?,2024
https://www.pghcitypaper.com/category/drink-1380413,What is the name of the bar that combines a dog park and a bar in the Strip?,The Dog Penn
https://www.pghcitypaper.com/category/drink-1380413,What is the name of the Pittsburgh-based brewing company that hosted a 90-beer neighborhood run?,East End Brewing
https://www.pghcitypaper.com/category/drink-1380413,In what year did Carnegie Mellon University celebrate its 50th Fat Tuesday?,2025
https://www.pghcitypaper.com/category/drink-1380413,"What is the name of the Pittsburgh-based craft drink that combines sour, sweet, and spicy flavors?",pickleback
https://www.pghcitypaper.com/category/drink-1380413,What is the name of the Pittsburgh-based university that has a department of Computer Science?,Carnegie Mellon University
https://www.britannica.com/place/ohio-state,What is the name of the river that runs through Pittsburgh?,Allegheny River
https://www.britannica.com/place/ohio-state,In what year did the first U.S. president from Ohio take office?,William H. Harrison
https://www.britannica.com/place/ohio-state,What is the name of the state flower of Ohio?,Scarlet Carnation
https://www.britannica.com/place/ohio-state,What is the name of the university that was founded by Andrew Carnegie and Andrew Mellon?,Carnegie Mellon University
https://www.britannica.com/place/ohio-state,Which city in Ohio is known for its glass industry?,Toledo
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,What is the name of the monthly reading event held at Burgh'ers Restaurant?,Poetry and Pints
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,What is the name of the restaurant where Poetry and Pints is held?,Burgh'ers Restaurant
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,In which neighborhood is Burgh'ers Restaurant located?,Lawrenceville
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,What is the name of the gallery that is nearby Burgh'ers Restaurant?,CURIO Art Gallery
https://www.pghcitypaper.com/pittsburgh/poetry-and-pints/Event?oid=1915549,What is the name of the publication that covers Pittsburgh news and events?,Pittsburgh City Paper
https://downtownpittsburgh.com/events/event?id=62427,What is the name of the downtown area in Pittsburgh that hosts various events and activities?,Market Square
https://downtownpittsburgh.com/events/event?id=62427,What is the name of the ABBA cover band performing at the Mamma Mia Bar in Pittsburgh?,The Neon Queen
https://downtownpittsburgh.com/events/event?id=62427,What is the name of the street where the Pittsburgh Downtown Partnership is located?,Fourth Avenue
https://downtownpittsburgh.com/events/event?id=62427,In what year does the Mamma Mia Bar in Pittsburgh run?,From March 21st through the top end of May
https://downtownpittsburgh.com/events/event?id=62427,What is the name of the organization that manages the downtown area of Pittsburgh?,Pittsburgh Downtown Partnership
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,What is the name of the annual award given by Pittsburgh City Paper to honor individuals who have made a profound impact on their communities?,People of the Year
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,"What is the name of the publication that covers news, events, and culture in Pittsburgh?",Pittsburgh City Paper
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,What is the name of the event that Pittsburgh City Paper hosts annually to recognize locals who have made a profound impact on their communities?,People of the Year issue
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,In what year was the People of the Year issue first recognized by Pittsburgh City Paper?,2023
https://www.pghcitypaper.com/pittsburgh/citypaperevents/page,What is the name of the location where the Market Women of Diamond Square is a feminist journey through the seedy streets of 1910s?,Diamond Square
https://www.visitpittsburgh.com/events-festivals/holidays,When does the Peoples Gas Holiday Market open in 2024?,"Nov. 22, 2024"
https://www.visitpittsburgh.com/events-festivals/holidays,What is the name of the annual celebration that is the official kickoff of Pittsburgh's Holiday celebration?,Light Up Night
https://www.visitpittsburgh.com/events-festivals/holidays,What is the name of the holiday market held at the David L. Lawrence Convention Center in 2024?,Handmade Arcade Holiday Market
https://www.visitpittsburgh.com/events-festivals/holidays,"What is the name of the event at the Pittsburgh Botanic Gardens that takes place from Nov. 29 to Dec. 31, 2024?",Dazzling Nights
https://www.visitpittsburgh.com/events-festivals/holidays,"Who is the conductor for the Pittsburgh Symphony Orchestra's performance of Handel's Messiah on Dec. 7, 2024?",Manfred Honeck
https://www.steelers.com/news/asked-and-answered-march-4-x0549,What is the name of the famous football team based in Pittsburgh?,Pittsburgh Steelers
https://www.steelers.com/news/asked-and-answered-march-4-x0549,Which CMU graduate is a renowned astrophysicist and Nobel laureate?,William Daniel Phillips
https://www.steelers.com/news/asked-and-answered-march-4-x0549,What is the name of the famous landmark in Pittsburgh that is a popular tourist destination?,Point State Park
https://www.steelers.com/news/asked-and-answered-march-4-x0549,Who is the current head coach of the Pittsburgh Steelers?,Mike Tomlin
https://www.steelers.com/news/asked-and-answered-march-4-x0549,What is the name of the university that is located in the Oakland neighborhood of Pittsburgh?,Carnegie Mellon University
https://www.mlb.com/dbacks,Which team is the official baseball team of Pittsburgh?,Pittsburgh Pirates
https://www.mlb.com/dbacks,What is the name of the stadium where the Pittsburgh Pirates play their home games?,PNC Park
https://www.mlb.com/dbacks,Which famous actor crashed a D-backs workout?,Kevin Costner
https://www.mlb.com/dbacks,What is the name of the home field of the Arizona Diamondbacks?,Chase Field
https://www.mlb.com/dbacks,Who is the shortstop of the Arizona Diamondbacks mentioned in the text as part of the D-backs' new Top 30 Prospects list?,Jordan Lawlar
https://www.pghcitypaper.com/pittsburgh/carnegie-mellon-guitar-ensemble/Event?oid=26672614,What is the name of the theater where the Carnegie Mellon Guitar Ensemble performs?,Kresge Theater
https://www.pghcitypaper.com/pittsburgh/carnegie-mellon-guitar-ensemble/Event?oid=26672614,What is the name of the music ensemble that performs at Carnegie Mellon University?,Carnegie Mellon Guitar Ensemble
https://www.pghcitypaper.com/pittsburgh/carnegie-mellon-guitar-ensemble/Event?oid=26672614,What is the name of the university where the Carnegie Mellon Guitar Ensemble is located?,Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/carnegie-mellon-guitar-ensemble/Event?oid=26672614,Who is the director of the Carnegie Mellon Guitar Ensemble?,John Marcinizyn
https://www.pghcitypaper.com/pittsburgh/carnegie-mellon-guitar-ensemble/Event?oid=26672614,What is the name of the magazine that listed the Carnegie Mellon Guitar Ensemble's performance?,Pittsburgh City Paper
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,What is the name of the famous bridge in Pittsburgh that is famously yellow?,Roberto Clemente Bridge
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,In what year was Carnegie Mellon University founded?,1900
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,Who is the famous AI professor at CMU that co-founded Duolingo?,Luis von Ahn
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,What is the name of the city in Pennsylvania that is named after William Pitt?,Pittsburgh
https://web.archive.org/web/20100823084558/http://www.pittsburghlive.com/x/pittsburghtrib/sports/s_695755.html,"What is the name of the website that is an archive of the internet, which is also the name of a famous Pittsburgh landmark?",The Wayback Machine
https://www.steelers.com/news/los-steelers-cierran-la-temporada-regular-con-derrota-ante-bengals,What is the name of the stadium where the Pittsburgh Steelers play?,Acrisure Stadium
https://www.steelers.com/news/los-steelers-cierran-la-temporada-regular-con-derrota-ante-bengals,What is the name of the football coach of the Pittsburgh Steelers?,Mike Tomlin
https://www.steelers.com/news/los-steelers-cierran-la-temporada-regular-con-derrota-ante-bengals,What is the name of the quarterback who played for the Pittsburgh Steelers in the 2024-2025 season?,Russell Wilson
https://www.thefrickpittsburgh.org/mission,What is the name of the museum located in Pittsburgh?,The Frick Pittsburgh Museums & Gardens
https://www.thefrickpittsburgh.org/mission,What is the name of the street where The Frick Pittsburgh is located?,Reynolds St.
https://www.thefrickpittsburgh.org/mission,What is the name of the organization that manages The Frick Pittsburgh?,The Frick Pittsburgh
https://www.thefrickpittsburgh.org/mission,What is the name of the historic home and gardens located in Pittsburgh?,The Frick legacy The Frick Family Historic Home & Gardens
https://www.thefrickpittsburgh.org/mission,What is the year that The Frick Pittsburgh's website was created?,2018
https://trustarts.org/pct_home/visit,What is the name of the project that the Cultural District is a part of?,The Pittsburgh Cultural Trust
https://trustarts.org/pct_home/visit,What type of arts and entertainment options can be found in the Cultural District?,"Contemporary music, modern dance, visual art, and thought-provoking theater, as well as classical music, opera, ballet, popular musical theater, art film and more."
https://trustarts.org/pct_home/visit,Where is the administrative office of the Pittsburgh Cultural Trust located?,"803 Liberty Avenue, Pittsburgh, PA 15222"
https://trustarts.org/pct_home/visit,What is the name of the theater where the Pittsburgh Cultural Trust's Box Office is located?,Theater Square
https://trustarts.org/pct_home/visit,What is the name of the cultural center that is home to the August Wilson African American Cultural Center?,Heinz Hall
https://www.britannica.com/topic/native-american,Which Native American group primarily resided in the Arctic region?,Inuit
https://www.britannica.com/topic/native-american,What is the name of the culture area that includes present-day Arizona and New Mexico?,Southwest
https://www.britannica.com/topic/native-american,What was the name of the powerful confederacy formed by the Muscogee and Choctaw tribes?,"None, the text does not mention the name of this confederacy"
https://www.britannica.com/topic/native-american,Which Native American group was known for their complex clan system and healing rituals?,Navajo
https://www.britannica.com/topic/native-american,What is the name of the river that creates linear oases in the Southwest region?,Colorado River
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,What is the name of the rock opera that is being performed at the Byham Theater in Pittsburgh?,Jesus Christ Superstar
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,Who is the co-founder of Carnegie Mellon University?,Andrew Carnegie
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,What is the name of the festival that the Market Women of Diamond Square is a part of?,Mardi Gras
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,What is the name of the newspaper that published the article about the protest against Musk and Trump in Pittsburgh?,Pittsburgh City Paper
https://www.pghcitypaper.com/pittsburgh/jesus-christ-superstar/Event?oid=27554011,What is the name of the street where the Byham Theater is located?,Sixth Street
https://pittsburghopera.org/current-media-releases/haydn-armida-january-2025,What is the name of the Pittsburgh Opera's first-ever performance of Joseph Haydn’s opera?,Armida
https://pittsburghopera.org/current-media-releases/haydn-armida-january-2025,Who composed the music for the Pittsburgh Opera's 2025 performance of Armida?,Joseph Haydn
https://pittsburghopera.org/current-media-releases/haydn-armida-january-2025,What is the name of the theater where the Pittsburgh Opera will be performing Armida?,Pittsburgh CAPA School Theater
https://pittsburghopera.org/current-media-releases/haydn-armida-january-2025,What is the name of the organization that is offering free rideshare vouchers during La Traviata matinee?,Pittsburgh Opera
https://trustarts.org/blog/artist-to-watch-vania-evangelique,"What is the name of the project by Vania Evangelique that is a no-frills, intimate portrait series?",Soft
https://trustarts.org/blog/artist-to-watch-vania-evangelique,What is the name of the documentary that Vania Evangelique worked on at the recent screening in March 2018?,Sighted Eyes | Feeling Heart
https://trustarts.org/blog/artist-to-watch-vania-evangelique,What is the name of the project that Vania Evangelique plans to work on to capture the sites of some of her pivotal life moments in her hometown?,Home
https://trustarts.org/blog/artist-to-watch-vania-evangelique,What is the name of the university that Vania Evangelique is currently studying communications at?,Point Park University
https://trustarts.org/blog/artist-to-watch-vania-evangelique,What is the name of the city where Vania Evangelique originally comes from?,"Bethlehem, Pennsylvania"
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,What is the name of the governing body that oversees the city of Pittsburgh?,City Council
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,"What is the name of the famous museum located in Oakland, Pittsburgh?",The Carnegie Museum of Natural History
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,What is the name of the university that is located in Pittsburgh and is known for its computer science and robotics programs?,Carnegie Mellon University
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,Who was the mayor of Pittsburgh in 2025?,No information available
https://www.pittsburghpa.gov/city-government/contacts-information/city-directory,What is the name of the river that runs through the city of Pittsburgh?,Allegheny River
https://www.steelers.com/women,In which year did the Pittsburgh Steelers host their first Girls Flag Football Jamboree?,2023
https://www.steelers.com/women,"What is the name of the program that provides mentorship to women-owned small businesses in Pittsburgh, in partnership with PNC?",Women of Steel Small Business Spotlight program
https://www.steelers.com/women,What is the name of the Steelers' platform celebrating the NFL's largest female fanbase?,Women of Steel
https://www.steelers.com/women,Which Pittsburgh Steelers player's wife made her mark in the world of sports?,Cameron Heyward's wife
https://www.steelers.com/women,What is the name of the Steelers' event that brought together female fans for a fun-filled evening?,SteelHERS Social
https://carnegiemuseums.org/tag/where-art-science-meet,Which museum in Pittsburgh has a collection of significant objects?,Carnegie Museums of Pittsburgh
https://carnegiemuseums.org/tag/where-art-science-meet,What is the name of the Pixar exhibition at Carnegie Science Center?,The STEM of Animation
https://carnegiemuseums.org/tag/where-art-science-meet,Who is the artist behind the 'Oxidation' series?,Andy Warhol
https://carnegiemuseums.org/tag/where-art-science-meet,What is the name of the exhibition that offers insights into how Pixar created some of its most iconic films?,The STEM of Animation
https://carnegiemuseums.org/tag/where-art-science-meet,In which year was Carnegie Science Center's Pixar exhibition opened?,Not specified
https://www.pinterest.com/visitpittsburgh,How many distinct neighborhoods does Pittsburgh have?,90
https://www.pinterest.com/visitpittsburgh,What is the name of the bridge in Pittsburgh that is famously yellow?,Roberto Clemente Bridge
https://www.pinterest.com/visitpittsburgh,What is the name of the famous AI professor at CMU who co-founded Duolingo?,Luis von Ahn
https://www.pinterest.com/visitpittsburgh,How many craft breweries are there in Pittsburgh?,50
https://www.mlb.com/pirates#1-115,Which Pittsburgh baseball team has a stadium called PNC Park?,Pittsburgh Pirates
https://www.mlb.com/pirates#1-115,What is the name of the Pirates' top prospect for 2025?,Bubba Chandler
https://www.mlb.com/pirates#1-115,Which Pirates player hit a three-run home run in the bottom of the 5th inning?,Oneil Cruz
https://www.mlb.com/pirates#1-115,"What is the name of the Pirates' stadium located in Bradenton, Florida?",LECOM Park
https://www.mlb.com/pirates#1-115,Which Pirates player had a setback with a right lat injury?,Johan Oviedo
https://downtownpittsburgh.com/events/event?id=62355,"What is the name of the event that is happening on March 15, 2025, in downtown Pittsburgh?",Pittsburgh Parade Day Dash
https://downtownpittsburgh.com/events/event?id=62355,"What is the name of the 5K and 1-Mile Family Fun Run/Walk event in downtown Pittsburgh on March 15, 2025?",Pittsburgh Parade Day Dash Presented by GNC
https://downtownpittsburgh.com/events/event?id=62355,What is the name of the limited edition hoodie that participants of the Pittsburgh Parade Day Dash will receive?,limited edition hoodie
https://downtownpittsburgh.com/events/event?id=62355,What is the name of the business improvement district in downtown Pittsburgh?,Pittsburgh Downtown Partnership
https://www.heinzhistorycenter.org/event/history-uncorked-2025,What is the name of the annual fundraising event held at the Heinz History Center in Pittsburgh?,History Uncorked
https://www.heinzhistorycenter.org/event/history-uncorked-2025,What is the name of the DJ who will be performing at History Uncorked in 2025?,DJ Bonics
https://www.heinzhistorycenter.org/event/history-uncorked-2025,"What is the name of the museum where History Uncorked is held, and where visitors can find award-winning exhibitions across six floors?",Heinz History Center
https://www.heinzhistorycenter.org/event/history-uncorked-2025,"What is the name of the company that provides open bar courtesy of Wigle Whiskey, Pennsylvania Libations, and Penn Brewery at the VIP reception of History Uncorked?",Wigle Whiskey
https://www.heinzhistorycenter.org/event/history-uncorked-2025,What is the name of the event chair for History Uncorked in 2025?,Laura Early
https://www.cmu.edu/engage/give/donor-recognition/index.html,What is the name of the highest giving society at Carnegie Mellon University?,The Highlands Circle
https://www.cmu.edu/engage/give/donor-recognition/index.html,What is the name of the college-based giving society at the Tepper School of Business?,W.L. Mellon Society
https://www.cmu.edu/engage/give/donor-recognition/index.html,Where is the University Advancement office located?,"5000 Forbes Ave, Pittsburgh, PA 15213"
https://www.cmu.edu/engage/give/donor-recognition/index.html,"What is the name of the giving society for donors who contribute $100,000 to $999,999 to the university?",The Dunfermline Circle
https://www.cmu.edu/engage/give/donor-recognition/index.html,What is the name of the donor recognition society for dedicated donors who give to CMU for every year?,Order of the May
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,What is the name of the annual fundraising event held at PNC Park in Pittsburgh?,Free Throws & Field Goals Sports Trivia Night
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,What is the name of the organization that hosts the annual fundraising event?,Jewish Federation of Greater Pittsburgh's YAD Philanthropy
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,What is the name of the sports team that hosts the sports trivia night at PNC Park?,Pittsburgh Pirates
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,What is the name of the river that runs along the North Shore of Pittsburgh?,Allegheny River
https://www.pghcitypaper.com/pittsburgh/free-throws-and-field-goals-sports-trivia-night/Event?oid=27543184,What is the name of the university that is mentioned in the article as being located in Pittsburgh?,Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/marchs-keg-tapping-celebration/event?oid=27527083,What is the name of the lager being tapped at Hofbrauhaus Pittsburgh?,Märzen
https://www.pghcitypaper.com/pittsburgh/marchs-keg-tapping-celebration/event?oid=27527083,"What is the name of the restaurant located at 2705 S. Water Street, Pittsburgh?",Hofbrauhaus Pittsburgh Brewery & Restaurant
https://www.pghcitypaper.com/pittsburgh/marchs-keg-tapping-celebration/event?oid=27527083,What is the name of the festival being celebrated at Hofbrauhaus Pittsburgh?,March's Keg Tapping Celebration
https://www.pghcitypaper.com/pittsburgh/marchs-keg-tapping-celebration/event?oid=27527083,What is the ABV of Märzen?,5.8%
https://www.pghcitypaper.com/pittsburgh/marchs-keg-tapping-celebration/event?oid=27527083,What is the name of the university that the AI professor Luis von Ahn is affiliated with?,Carnegie Mellon University
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the name of the organization that manages the cultural and arts events in Pittsburgh?,The Pittsburgh Cultural Trust
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the name of the major gifts officer at the Pittsburgh Cultural Trust?,Allie Fetchko
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the address of the Pittsburgh Cultural Trust headquarters?,"803 Liberty Avenue, Pittsburgh, PA 15222"
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the name of the street in Pittsburgh where the Pittsburgh Cultural Trust headquarters is located?,Liberty Avenue
https://trustarts.org/pct_home/support/planned-giving/contact-us-for-planned-giving,What is the federal tax ID number of the Pittsburgh Cultural Trust?,Please contact us for our federal tax ID number
https://www.pghcitypaper.com/arts-entertainment,What is the name of the university that is featured in the article about Pittsburgh?,Carnegie Mellon University
https://www.pghcitypaper.com/arts-entertainment,What is the name of the local film restoration project launched by Pittsburgh Sound + Image?,restore local film treasures
https://www.pghcitypaper.com/arts-entertainment,What is the name of the children's book that challenges harmful notions of 'good hair'?,Helen Smith's children's book
https://www.pghcitypaper.com/arts-entertainment,What is the name of the local artist who created an interactive app to preserve Pittsburgh's Black history?,Tara Fay Coleman
https://www.pghcitypaper.com/arts-entertainment,What is the name of the Pittsburgh basketball legend who had an extraordinary life and death?,John Brisker
https://www.cmu.edu/engage/alumni/about/aab/index.html,What is the name of the board that oversees the Carnegie Mellon University Alumni Association?,The CMU Alumni Association Board
https://www.cmu.edu/engage/alumni/about/aab/index.html,What is the name of the annual conference hosted by Carnegie Mellon University that features world-class innovators?,Frontiers Conference
https://www.cmu.edu/engage/alumni/about/aab/index.html,What is the name of the university's first-ever Presidents Athletics Conference Championship in women's basketball won by Lisa Lightner Georgiana's team in 1989?,Presidents Athletics Conference Championship
https://www.cmu.edu/engage/alumni/about/aab/index.html,What is the name of the student group founded by Justin Cole in 2015 that aims to bring together students from all of the colleges that CMU has?,Students Using Data Science for Social Good
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,What is the name of the festival presented by Riverstone Books?,Bookish in the 'Burgh
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,In which year was the festival's Teen Day registration opened?,January 31st
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,What is the name of the independent bookstore that is the presenting sponsor of the festival?,Riverstone Books
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,What is the name of the city where the festival is held?,Pittsburgh
https://trustarts.org/blog/bookish-in-the-burgh-holiday-gift-guide,What is the name of the university where the Teen Ambassador Layla K. is a student?,Carnegie Mellon University
https://carnegiemuseums.org/join-support,What is the name of the largest of the four Carnegie Museums?,Carnegie Science Center
https://carnegiemuseums.org/join-support,What is the name of the famous museum in Pittsburgh that is dedicated to the life and art of Andy Warhol?,The Andy Warhol Museum
https://carnegiemuseums.org/join-support,What is the name of the museum in Pittsburgh that is home to over 20 million specimens and objects?,Carnegie Museum of Natural History
https://carnegiemuseums.org/join-support,What is the name of the membership level that offers free reciprocal admission to other museums and science centers across the country?,Choose from among five membership levels
https://carnegiemuseums.org/join-support,What is the name of the university that is home to the Carnegie Mellon University?,Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,What is the name of the building in downtown Pittsburgh where protesters gathered to stand up for democracy?,William S. Moorhead building
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,What is the name of the event where Pirates fans and pierogies flooded the David L. Lawrence Convention Center?,PiratesFest 2025
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,Which street in Pittsburgh is home to Primanti Bros. locations where the Pirates Pierogies crashed?,Smithfield Street
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,"What is the name of the drag show celebrating Tim Robinson's wild sketch comedy series, I Think You Should Leave?",I Think You Should Tease
https://www.pghcitypaper.com/pittsburgh/slideshowarchives,What is the name of the charity that runners participated in during the 12th annual Cupid's Undie Run?,Charity
