url,question,reference_answer
https://www.pghcitypaper.com/pittsburgh/norside-organ-trio-live-from-the-parking-pad/Event?oid=27602787,What is the name of the festival that is mentioned in the article as happening in Pittsburgh?,Burgh Bus comedy tour
https://www.pghcitypaper.com/pittsburgh/norside-organ-trio-live-from-the-parking-pad/Event?oid=27602787,What is the name of the newspaper that published the article about Norside Organ Trio?,Pittsburgh City Paper
https://www.pittsburghpa.gov/resident-services/road-maintenance/road-safety,What is the name of the program that aims to increase safety and comfort in Pittsburgh neighborhoods?,Neighborhood Traffic Calming Program
https://www.pittsburghpa.gov/resident-services/road-maintenance/road-safety,What is the name of the City of Pittsburgh's accessibility entrance?,Ross St.
https://www.pittsburghpa.gov/resident-services/road-maintenance/road-safety,What is the address of the City of Pittsburgh's main office?,414 Grant St.
https://www.pittsburghpa.gov/resident-services/road-maintenance/road-safety,What is the name of the program that provides food assistance to children in Pittsburgh?,After School Feeding Program
https://www.pittsburghpa.gov/resident-services/road-maintenance/road-safety,What is the name of the autonomous technology that has the potential to assist the City of Pittsburgh in achieving shared and autonomous mobility principles?,Autonomous technologies
https://trustarts.org/pct_home/events/groups/pittsburgh-clo,What is the name of the Pittsburgh theater company that hosts the musicals?,Pittsburgh CLO
https://trustarts.org/pct_home/events/groups/pittsburgh-clo,In which year did Pittsburgh Cultural Trust fulfill orders for Pittsburgh CLO?,2024
https://trustarts.org/pct_home/events/groups/pittsburgh-clo,What is the name of the Pittsburgh Cultural Trust's 2024-2025 season show?,MADAME CLICQUOT: A Revolutionary Musical
https://trustarts.org/pct_home/events/groups/pittsburgh-clo,Which Pittsburgh university is a partner in the Group Sales program for Pittsburgh CLO?,Carnegie Mellon University
https://trustarts.org/pct_home/events/groups/pittsburgh-clo,What is the name of the Pittsburgh Cultural Trust's theater that hosts the musicals?,Byham Theater
https://pittsburgh.events/tickets/pittsburgh-panthers-basketball,What is the name of the university that has a Carnegie of Homestead Music Hall?,Carnegie Mellon University
https://pittsburgh.events/tickets/pittsburgh-panthers-basketball,What is the name of the basketball team that plays at Petersen Events Center?,Pittsburgh Panthers Basketball
https://pittsburgh.events/tickets/pittsburgh-panthers-basketball,"What is the name of the event that was held at PPG Paints Arena on March 7, 2025?",Moana
https://pittsburgh.events/tickets/pittsburgh-panthers-basketball,"What is the name of the venue where the event Kimberly Akimbo was held on March 8, 2025?",Benedum Center
https://pittsburgh.events/tickets/pittsburgh-panthers-basketball,"What is the name of the event that was held at Carnegie of Homestead Music Hall on March 12, 2025?",Keith Duffy
https://downtownpittsburgh.com/events/event?id=62304,What is the name of the largest public square in downtown Pittsburgh?,Market Square
https://downtownpittsburgh.com/events/event?id=62304,What is the name of the university that is known for its School of Computer Science and its robotics program?,Carnegie Mellon University
https://downtownpittsburgh.com/events/event?id=62304,What is the name of the comedy theater in downtown Pittsburgh that hosts the Arcade Hootenanny?,Arcade Comedy Theater
https://downtownpittsburgh.com/events/event?id=62304,What is the name of the event that takes place in Market Square during the holiday season?,Holiday Programming
https://downtownpittsburgh.com/events/event?id=62304,What is the name of the Pittsburgh-based organization that manages the downtown area and hosts events and activities?,Pittsburgh Downtown Partnership
https://www.steelers.com/video/watch-highsmith-media-availability-dec-30,Who is the head coach of the Pittsburgh Steelers?,Mike Tomlin
https://www.steelers.com/video/watch-highsmith-media-availability-dec-30,What is the name of the football stadium in Pittsburgh?,Acrisure Stadium
https://www.steelers.com/video/watch-highsmith-media-availability-dec-30,What is the name of the Pittsburgh Steelers' mascot?,Steely McBeam
https://www.steelers.com/video/watch-highsmith-media-availability-dec-30,Who is the CEO of the Pittsburgh Steelers?,Art Rooney II
https://www.steelers.com/video/watch-highsmith-media-availability-dec-30,What is the name of the Pittsburgh Steelers' official mobile app?,Steelers Official Mobile App
https://www.pghcitypaper.com/pittsburgh/black-ridge/Event?oid=27539414,What is the name of the rock venue in Blawnox where Black Ridge performed?,Moondog's
https://www.pghcitypaper.com/pittsburgh/black-ridge/Event?oid=27539414,What is the name of the athletic club located near Moondog's in Blawnox?,Blawnox Athletic Club
https://www.pghcitypaper.com/pittsburgh/black-ridge/Event?oid=27539414,What is the name of the bar and grill located near Moondog's in Blawnox?,Dietch's Bar & Grille
https://www.pghcitypaper.com/pittsburgh/black-ridge/Event?oid=27539414,What is the name of the brewery located near Moondog's in Blawnox?,Old Thunder Brewing Company
https://www.pghcitypaper.com/pittsburgh/black-ridge/Event?oid=27539414,What is the name of the music venue located near Moondog's in Blawnox?,N Stuff Music
https://downtownpittsburgh.com/events/event?id=62380,What is the name of the concert hall in Pittsburgh where Jan Lisiecki will perform Mozart's piano concerto?,Heinz Hall
https://downtownpittsburgh.com/events/event?id=62380,What is the name of the symphony that will be performed along with Mozart's piano concerto on March 7th at Heinz Hall?,Prokofiev's Fifth Symphony
https://downtownpittsburgh.com/events/event?id=62380,What is the name of the famous music magazine that put Prokofiev's picture on its cover after the premiere of his Fifth Symphony in the US?,Time Magazine
https://downtownpittsburgh.com/events/event?id=62380,What is the name of the public square in downtown Pittsburgh that hosts various events and activities?,Market Square
https://downtownpittsburgh.com/events/event?id=62380,What is the name of the university that is home to the famous AI professor Luis von Ahn?,Carnegie Mellon University
https://www.steelers.com/video/watch-the-standard-the-boys-are-back-in-town,In what year was the first episode of The Standard released?,"This episode features exclusive access with the Steelers draft picks, Troy Polamalu at the Resilience Bowl, and more behind-the-scenes"
https://www.steelers.com/video/watch-the-standard-the-boys-are-back-in-town,What is the name of the museum located at CMU?,Hall of Honor Museum
https://www.britannica.com/place/pnc-park,What is the name of the baseball stadium in Pittsburgh that is home to the city's professional baseball team?,PNC Park
https://www.britannica.com/place/pnc-park,"In which year was the Pirates' new stadium, PNC Park, built?",PNC Park was built in the late 1990s
https://www.britannica.com/place/pnc-park,"What is the name of the stadium that houses the Steelers, Pittsburgh's professional football team?",Acrisure Stadium
https://www.britannica.com/place/pnc-park,Which Pittsburgh attraction offers riverboat excursions during the summer?,PNC Park
https://www.britannica.com/place/pnc-park,Who is the subject of a statue in Willie Stargell's memory in Pittsburgh?,Willie Stargell
https://www.steelers.com/video/watch-the-standard-handling-business,What is the name of the stadium where the Pittsburgh Steelers play?,Acrisure Stadium
https://www.steelers.com/video/watch-the-standard-handling-business,In what year was the Pittsburgh Steelers team founded?,1933
https://www.steelers.com/video/watch-the-standard-handling-business,Which Pittsburgh Steelers player holds the franchise sack record?,T.J. Watt
https://www.steelers.com/video/watch-the-standard-handling-business,What is the name of the Pittsburgh Steelers' podcast?,The Standard
https://www.steelers.com/video/watch-the-standard-handling-business,Who is the current General Manager of the Pittsburgh Steelers?,Omar Khan
https://carnegiemuseums.org/join-support/membership/contact-us,What is the name of the museum that offers free teen membership?,Carnegie Museums of Pittsburgh
https://carnegiemuseums.org/join-support/membership/contact-us,In what year was Carnegie Science Center established?,"Not found in the document, but this is a related question."
https://carnegiemuseums.org/join-support/membership/contact-us,What is the name of the museum that features the collections of the four Carnegie Museums?,Carnegie Museums of Pittsburgh
https://carnegiemuseums.org/join-support/membership/contact-us,How does one contact the Membership Team of Carnegie Museums of Pittsburgh?,"Email: membership@carnegiemuseums.org, Phone: 412.622.3314"
https://carnegiemuseums.org/join-support/membership/contact-us,What is the name of the university that has the Carnegie Science Center as one of its museums?,Carnegie Mellon University
https://www.wesa.fm/politics-government/2023-04-27/pittsburgh-council-new-police-contract,Which city councilor chairs the city's Finance and Law Committee?,Dan Lavelle
https://www.wesa.fm/politics-government/2023-04-27/pittsburgh-council-new-police-contract,What is the name of the trust fund that receives 6% of the annual police budget in Pittsburgh?,Stop the Violence trust fund
https://www.wesa.fm/politics-government/2023-04-27/pittsburgh-council-new-police-contract,What is the name of the initiative launched by Governor Shapiro to hire federal workers laid off by the Trump administration?,initiative to hire federal workers laid off by Trump administration
https://www.wesa.fm/politics-government/2023-04-27/pittsburgh-council-new-police-contract,Which university is mentioned in the article related to Pittsburgh?,Carnegie Mellon University
https://www.wesa.fm/politics-government/2023-04-27/pittsburgh-council-new-police-contract,What is the name of the city's Department of Mobility and Infrastructure?,Department of Mobility and Infrastructure
https://trustarts.org/blog/11-ways-to-stay-socially-distant-in-the-cultural-district-and-beyond,What is the name of the public art fixture located outside of Wood Street Galleries in Pittsburgh?,168 Light Bulb
https://trustarts.org/blog/11-ways-to-stay-socially-distant-in-the-cultural-district-and-beyond,What is the name of the bike-sharing service available in Pittsburgh?,Healthy Ride Pgh
https://trustarts.org/blog/11-ways-to-stay-socially-distant-in-the-cultural-district-and-beyond,Which Pittsburgh park is home to a drive-in movie series?,Point State Park
https://trustarts.org/blog/11-ways-to-stay-socially-distant-in-the-cultural-district-and-beyond,What is the name of the improv comedy group that hosts socially-distant shows in Pittsburgh?,Arcade Comedy
https://trustarts.org/blog/11-ways-to-stay-socially-distant-in-the-cultural-district-and-beyond,What is the name of the downtown Pittsburgh location where one can shop for Pittsburgh apparel and memorabilia?,Steel City
https://www.nhl.com/penguins/video/post-game-nedeljkovic-03-04-25-6369619919112,What is the name of the city where Carnegie Mellon University is located?,Pittsburgh
https://www.nhl.com/penguins/video/post-game-nedeljkovic-03-04-25-6369619919112,What is the name of the famous bridge in Pittsburgh that was previously known as the Sixth Street Bridge?,Roberto Clemente Bridge
https://www.nhl.com/penguins/video/post-game-nedeljkovic-03-04-25-6369619919112,Who is the coach of the Pittsburgh Penguins?,Sullivan
https://www.nhl.com/penguins/video/post-game-nedeljkovic-03-04-25-6369619919112,What is the name of the famous ice hockey team based in Pittsburgh?,Pittsburgh Penguins
https://pittsburghopera.org/season/falstaff?hslang=en,What is the name of the Pittsburgh opera company's main venue?,Benedum Center
https://pittsburghopera.org/season/falstaff?hslang=en,Who is the current music director of the Pittsburgh Opera?,Antony Walker
https://pittsburghopera.org/season/falstaff?hslang=en,What is the title of the 2025-2026 season's first opera production?,FALSTAFF
https://pittsburghopera.org/season/falstaff?hslang=en,What is the name of the Pittsburgh Opera's education program for young students?,Bravo Academy
https://pittsburghopera.org/season/falstaff?hslang=en,Who is the director of artistic operations at the Pittsburgh Opera?,Robert Boldin
https://www.pghcitypaper.com/pittsburgh/kiss-me-im-irish-pittsburgh-st-patricks-day-bar-crawl-2-days/Event?oid=27474752,What is the name of the Pittsburgh bar crawl that takes place on St. Patrick's Day?,"Kiss Me, I'm Irish"
https://www.pghcitypaper.com/pittsburgh/kiss-me-im-irish-pittsburgh-st-patricks-day-bar-crawl-2-days/Event?oid=27474752,"What is the name of the street where Jimmy D's, a participating bar in the Kiss Me, I'm Irish bar crawl, is located?",E Carson St
https://www.pghcitypaper.com/pittsburgh/kiss-me-im-irish-pittsburgh-st-patricks-day-bar-crawl-2-days/Event?oid=27474752,"What is the name of the event organizer for the Kiss Me, I'm Irish bar crawl?",Barcrawlerz
https://www.pghcitypaper.com/pittsburgh/kiss-me-im-irish-pittsburgh-st-patricks-day-bar-crawl-2-days/Event?oid=27474752,"What is the name of the location where participants can check in to get their wristband and map for the Kiss Me, I'm Irish bar crawl?",Jimmy D's
https://www.pghcitypaper.com/pittsburgh/kiss-me-im-irish-pittsburgh-st-patricks-day-bar-crawl-2-days/Event?oid=27474752,"What is the date of the Kiss Me, I'm Irish bar crawl on Saturday?",March 15th
https://www.cmu.edu/engage/give/donor-recognition/andrew-carnegie-society/acs-legacy-scholarships.html,What is the name of the scholarship program that allows donors to establish a personal and rewarding relationship with the recipient of their scholarship?,ACS Legacy Scholarships
https://www.cmu.edu/engage/give/donor-recognition/andrew-carnegie-society/acs-legacy-scholarships.html,What is the name of the road where the University Advancement office is located?,Forbes Ave
https://www.cmu.edu/engage/give/donor-recognition/andrew-carnegie-society/acs-legacy-scholarships.html,What is the name of the organization that oversees the ACS Legacy Scholarship Program?,Carnegie Mellon University
https://www.cmu.edu/engage/give/donor-recognition/andrew-carnegie-society/acs-legacy-scholarships.html,What is the name of the school of computer science at Carnegie Mellon University?,School of Computer Science
https://www.tennesseetitans.com,What is the name of the football team that plays at Nissan Stadium in Tennessee?,Tennessee Titans
https://www.tennesseetitans.com,What is the name of the general manager of the Tennessee Titans?,Mike Borgonzi
https://www.tennesseetitans.com,Who is the head coach of the Tennessee Titans?,Brian Callahan
https://www.tennesseetitans.com,What is the name of the Titans' youth football camps?,Titans Youth Football Camps
https://www.tennesseetitans.com,Who is the Titans' Senior Writer/Editor?,Jim Wyatt
https://downtownpittsburgh.com/events/event?id=62395,What is the name of the event that celebrates penguins in Pittsburgh?,Penguin-Palooza
https://downtownpittsburgh.com/events/event?id=62395,In what location can one meet the colony of African Penguins in Pittsburgh?,Penguin Point
https://downtownpittsburgh.com/events/event?id=62395,What is the name of the theater in the National Aviary where one can meet an African Penguin Animal Ambassador?,Helen M. Schmidt FliteZone™ Theater
https://downtownpittsburgh.com/events/event?id=62395,What is the name of the program that helps penguins and other marine life every day?,Penguin Discovery Zone
https://downtownpittsburgh.com/events/event?id=62395,What is the name of the Pittsburgh Downtown Partnership's address?,The Bank Tower 307 Fourth Avenue – Floor 2
https://trustarts.org/blog/open-to-interpretation-bringing-access-to-broadway,How long has sign language interpretation been offered at PNC Broadway in Pittsburgh shows?,2001
https://trustarts.org/blog/open-to-interpretation-bringing-access-to-broadway,What is the name of the series that brings Broadway shows to Pittsburgh?,PNC Broadway in Pittsburgh
https://trustarts.org/blog/open-to-interpretation-bringing-access-to-broadway,Who are the certified sign language interpreters mentioned in the article?,Alison Bartley and Heather Gray
https://trustarts.org/blog/open-to-interpretation-bringing-access-to-broadway,What is the name of the Disney on Broadway show mentioned in the article that was performed at the Benedum Center?,Frozen
https://trustarts.org/blog/open-to-interpretation-bringing-access-to-broadway,What is the name of the organization that manages the Benedum Center and offers accessibility services like sign language interpretation?,The Pittsburgh Cultural Trust
https://www.pghcitypaper.com/category/politics-22045746,What is the name of the city in Pennsylvania that is the center of the political universe?,Pittsburgh
https://www.pghcitypaper.com/category/politics-22045746,What is the name of the university that has an elite Pittsburgh “Trump Chumps” program?,Carnegie Mellon University
https://www.pghcitypaper.com/category/politics-22045746,Who is the prominent Democrat who rallied in Pittsburgh to remind voters that abortion is on the ballot?,Colin Williams
https://www.pghcitypaper.com/category/politics-22045746,What is the name of the event that is a benefit comedy show at Arcade Comedy Theater?,PPWP Benefit Comedy Show
https://www.pghcitypaper.com/category/politics-22045746,What is the name of the university that students from protest against Musk and Trump at?,Point Park University
https://littleitalydays.com/entertainment-schedule,"What is the name of the stage where John Vento's Italian Invasion performed on Friday, August 16?",Mini of Pittsburgh & First National Bank Stage at Cedarville & Liberty
https://littleitalydays.com/entertainment-schedule,How many stages are there in total during Little Italy Days in Pittsburgh?,3
https://littleitalydays.com/entertainment-schedule,What type of hits does John Vento's Italian Invasion perform?,a variety of hits featuring excellent vocalists
https://littleitalydays.com/entertainment-schedule,"What is the name of the band that performed on Froggy's Stage at Taylor & Liberty on Saturday, August 17, at 4:00pm?","The Nation's #1 Earth, Wind & Fire Tribute Band - Let's Groove Tonight"
https://littleitalydays.com/entertainment-schedule,What is the name of the festival that took place at Carnegie Mellon University?,Little Italy Days
https://www.britannica.com/money/edward-c-prescott,What was the name of the university where Edward C. Prescott earned his Ph.D. in economics?,Carnegie Mellon University
https://www.britannica.com/money/edward-c-prescott,What was the name of the article co-authored by Edward C. Prescott and Finn E. Kydland that demonstrated how a declared commitment to a low inflation rate by policy makers might create expectations of low inflation and unemployment rates?,Rules Rather than Discretion: The Inconsistency of Optimal Plans
https://www.britannica.com/money/edward-c-prescott,What was the name of the University where Edward C. Prescott taught economics from 1966 to 1971?,University of Pennsylvania
https://www.britannica.com/money/edward-c-prescott,In which year was Edward C. Prescott awarded the Nobel Prize in Economic Sciences?,2004
https://www.britannica.com/money/edward-c-prescott,In which year did Edward C. Prescott pass away?,2022
https://pittsburgh.events/may,What is the name of the music venue in Pittsburgh where California Guitar Trio performed?,City Winery Pittsburgh
https://pittsburgh.events/may,How many events is the Pittsburgh Symphony Orchestra hosting at Heinz Hall in May 2025?,40
https://pittsburgh.events/may,What is the name of the stadium where the Pittsburgh Pirates play?,PNC Park
https://pittsburgh.events/may,"Which comedian is performing at Pittsburgh Improv on May 14, 2025?",Adrienne Iapalucci
https://pittsburgh.events/may,What is the name of the concert featuring the music of Harry Potter being held at the Benedum Center in May 2025?,The Magical Music Of Harry Potter
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/sogg-david,What is the name of the music school where David Sogg is a member of the performance faculty?,Duquesne University Mary Pappert School of Music
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/sogg-david,Which city is David Sogg originally from?,"San Jose, California"
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/sogg-david,What is the name of the orchestra that David Sogg served as principal bassoon of before joining the Pittsburgh Symphony?,St. Paul Chamber Orchestra
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/sogg-david,What is the name of the piece written for David Sogg by Pulitzer Prize-winning composer Paul Moravec?,Andy Warhol Sez
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/sogg-david,"In what year did David Sogg spend his sabbatical year in Dresden, Germany?",2010-2011
https://www.visitpittsburgh.com/directory/pittsburgh-steelers-event-meeting-venues,What is the name of the Pittsburgh Steelers' home stadium?,Acrisure Stadium
https://www.visitpittsburgh.com/directory/pittsburgh-steelers-event-meeting-venues,When did the Pittsburgh Steelers become sold out since?,1972
https://www.visitpittsburgh.com/directory/pittsburgh-steelers-event-meeting-venues,What is the name of the Pittsburgh Steelers' museum located in Acrisure Stadium?,Pittsburgh Steelers Hall of Honor Museum
https://www.visitpittsburgh.com/directory/pittsburgh-steelers-event-meeting-venues,What is the phone number of the Pittsburgh Steelers' ticket office?,412-323-1200
https://www.visitpittsburgh.com/directory/pittsburgh-steelers-event-meeting-venues,What is the name of the company that provides stadium tours of Acrisure Stadium?,Acrisure Stadium Tours
https://bananasplitfest.com/activities/entertainment/entertainer-interest-form,What is the name of the 5K race held during the Great American Banana Split Celebration?,5K Banana Run
https://bananasplitfest.com/activities/entertainment/entertainer-interest-form,In which year was Carnegie Mellon University founded?,1900
https://bananasplitfest.com/activities/entertainment/entertainer-interest-form,"What is the name of the festival that takes place in Latrobe, PA, and is related to the Great American Banana Split Celebration?",Banana Split Festival
https://bananasplitfest.com/activities/entertainment/entertainer-interest-form,What is the name of the company that provides the site design for the Great American Banana Split Celebration website?,Headspace Media
https://bananasplitfest.com/activities/entertainment/entertainer-interest-form,"What is the name of the event that takes place on Saturday, August 23, and Sunday, August 24, during the Great American Banana Split Celebration?",Great American Banana Split Celebration
https://www.pittsburghpa.gov/business-development/pgh-lab/startup-resources,What is the name of the government incubator program at the City of Pittsburgh that engages startup companies to test their solutions for civic good and innovation?,PGH Lab
https://www.pittsburghpa.gov/business-development/pgh-lab/startup-resources,"What is the name of the Small Business Administration (SBA) program that provides confidential consulting, free and low-cost training, and ongoing training to entrepreneurs and small businesses starting and growing a business in Pennsylvania?",Small Business Development Centers (SBDCs)
