url,question,reference_answer
https://adclick.g.doubleclick.net/pcs/click?xai=akaojsungov4jd_ifriracw-vqgexm8wbgk3qh3z4rjpden6uzja_2yetxnzgphbqke-s8gmztlc0p76hj2ezr9hbwh-cbljwrfpof_wab1mbcv3slcgygbnaaz6yu4inrlgm2t-f2fdk3vy-a-duqihzenfwhv5kfeowdebl-8skgydh5wqk0tmwxvpbhhv_vrfu_x6u-tagzfhvls9eshyjc1m8sdgk9cywvfmsjgq9jgddxzp4l35yrz7voimqfbv_wmqg-5bpc-ai43bew86wynu9ytpy3rrd5k_pxxcwpqicofjqh6y3bp48u3rrer1pk_-ynybg4qbxb-nfiwwm1mcq59v1bu2pw5yjwaxhcjcbz8ncxscc8muaj44f7uusyw&sai=amfl-yrl7t8vjj3vvunpro3rcr8kigj0chipubz4qcxgc8rglzkfen027zqz8hzfpsrfdztvhqyg0gaewspykss9rcznjzf2ysxek0ickjsdpxwmd4qb7r-rznsqn7vi&sig=cg0arkjszbodax5ahpwceae&fbs_aeid=%5bgw_fbsaeid%5d&urlfix=1&adurl=https://www.massmutual.com/nhl%3futm_source%3dnhl%26utm_medium%3ddisplay%26utm_campaign%3db_all_nhl_grow_eng_dynduo%26utm_content%3dima_ddhpto_click_nhl%26utm_term%3dint_nhlfns_cons_nat_all,What is the name of the street in Bloomfield that is home to many shops and restaurants?,Bloomfield
https://adclick.g.doubleclick.net/pcs/click?xai=akaojsungov4jd_ifriracw-vqgexm8wbgk3qh3z4rjpden6uzja_2yetxnzgphbqke-s8gmztlc0p76hj2ezr9hbwh-cbljwrfpof_wab1mbcv3slcgygbnaaz6yu4inrlgm2t-f2fdk3vy-a-duqihzenfwhv5kfeowdebl-8skgydh5wqk0tmwxvpbhhv_vrfu_x6u-tagzfhvls9eshyjc1m8sdgk9cywvfmsjgq9jgddxzp4l35yrz7voimqfbv_wmqg-5bpc-ai43bew86wynu9ytpy3rrd5k_pxxcwpqicofjqh6y3bp48u3rrer1pk_-ynybg4qbxb-nfiwwm1mcq59v1bu2pw5yjwaxhcjcbz8ncxscc8muaj44f7uusyw&sai=amfl-yrl7t8vjj3vvunpro3rcr8kigj0chipubz4qcxgc8rglzkfen027zqz8hzfpsrfdztvhqyg0gaewspykss9rcznjzf2ysxek0ickjsdpxwmd4qb7r-rznsqn7vi&sig=cg0arkjszbodax5ahpwceae&fbs_aeid=%5bgw_fbsaeid%5d&urlfix=1&adurl=https://www.massmutual.com/nhl%3futm_source%3dnhl%26utm_medium%3ddisplay%26utm_campaign%3db_all_nhl_grow_eng_dynduo%26utm_content%3dima_ddhpto_click_nhl%26utm_term%3dint_nhlfns_cons_nat_all,What is the name of the insurance provider that is recommended for vendors at Little Italy Days?,Michael Vitanovich
https://adclick.g.doubleclick.net/pcs/click?xai=akaojsungov4jd_ifriracw-vqgexm8wbgk3qh3z4rjpden6uzja_2yetxnzgphbqke-s8gmztlc0p76hj2ezr9hbwh-cbljwrfpof_wab1mbcv3slcgygbnaaz6yu4inrlgm2t-f2fdk3vy-a-duqihzenfwhv5kfeowdebl-8skgydh5wqk0tmwxvpbhhv_vrfu_x6u-tagzfhvls9eshyjc1m8sdgk9cywvfmsjgq9jgddxzp4l35yrz7voimqfbv_wmqg-5bpc-ai43bew86wynu9ytpy3rrd5k_pxxcwpqicofjqh6y3bp48u3rrer1pk_-ynybg4qbxb-nfiwwm1mcq59v1bu2pw5yjwaxhcjcbz8ncxscc8muaj44f7uusyw&sai=amfl-yrl7t8vjj3vvunpro3rcr8kigj0chipubz4qcxgc8rglzkfen027zqz8hzfpsrfdztvhqyg0gaewspykss9rcznjzf2ysxek0ickjsdpxwmd4qb7r-rznsqn7vi&sig=cg0arkjszbodax5ahpwceae&fbs_aeid=%5bgw_fbsaeid%5d&urlfix=1&adurl=https://www.massmutual.com/nhl%3futm_source%3dnhl%26utm_medium%3ddisplay%26utm_campaign%3db_all_nhl_grow_eng_dynduo%26utm_content%3dima_ddhpto_click_nhl%26utm_term%3dint_nhlfns_cons_nat_all,What is the name of the county that hosts Little Italy Days?,Allegeny
https://archive.triblive.com/news/huge-flood-control-cost-planning-mess-put-southwestern-pennsylvania-in-bind,What is the name of the famous robotics competition held at Carnegie Mellon University?,The RoboGames
https://archive.triblive.com/news/huge-flood-control-cost-planning-mess-put-southwestern-pennsylvania-in-bind,In what year did Carnegie Mellon University's first computer science program begin?,1970
https://archive.triblive.com/news/huge-flood-control-cost-planning-mess-put-southwestern-pennsylvania-in-bind,What is the name of the largest research library at Carnegie Mellon University?,Hunt Library
https://archive.triblive.com/news/huge-flood-control-cost-planning-mess-put-southwestern-pennsylvania-in-bind,What is the name of the street that runs through the Carnegie Mellon University campus?,Craig Street
https://archive.triblive.com/news/huge-flood-control-cost-planning-mess-put-southwestern-pennsylvania-in-bind,What is the name of the famous computer science professor who was a pioneer in artificial intelligence at Carnegie Mellon University?,Marvin Minsky
https://augustwilsonhouse.org,What is the name of the research center at Carnegie Mellon University that focuses on entrepreneurship and innovation?,The Eberly Center for Teaching Excellence and the Leonard Gelfand Center for Service Learning & Outreach
https://augustwilsonhouse.org,What is the name of the city's famous steel-related landmark?,The Andy Warhol Bridge
https://bananasplitfest.com,What is the name of the famous robotics institute at Carnegie Mellon University?,The Robotics Institute
https://bananasplitfest.com,What is the name of the football team that plays at Heinz Field in Pittsburgh?,The Pittsburgh Steelers
https://bananasplitfest.com,"What is the name of the famous university that is located in Pittsburgh, Pennsylvania?",Carnegie Mellon University
https://bananasplitfest.com,What is the name of the famous bridge that connects Pittsburgh to the North Shore?,The Andy Warhol Bridge
https://bananasplitfest.com,What is the name of the famous museum that is located on the campus of Carnegie Mellon University?,The Carnegie Museum of Natural History
https://bananasplitfest.com#elementor-action%3aaction%3dpopup%3aopen%26settings%3deyjpzci6ijc1mcisinrvz2dszsi6zmfsc2v9,What museum introduced Mel Bochner to art at the age of 8?,Carnegie Museum of Art
https://bananasplitfest.com#elementor-action%3aaction%3dpopup%3aopen%26settings%3deyjpzci6ijc1mcisinrvz2dszsi6zmfsc2v9,At what age did Mel Bochner win a Scholastic Arts Award for his art efforts?,unknown
https://bananasplitfest.com#elementor-action%3aaction%3dpopup%3aopen%26settings%3deyjpzci6ijc1mcisinrvz2dszsi6zmfsc2v9,What is the name of the collaboration between Mel Bochner and landscape architect Michael Van Valkenburgh at Carnegie Mellon University?,Kraus Campo
https://bananasplitfest.com#elementor-action%3aaction%3dpopup%3aopen%26settings%3deyjpzci6ijc1mcisinrvz2dszsi6zmfsc2v9,Where did Mel Bochner work as a substitute teacher after graduating from Carnegie Technical Institute?,an elementary school in Homewood
https://bananasplitfest.com#elementor-action%3aaction%3dpopup%3aopen%26settings%3deyjpzci6ijc1mcisinrvz2dszsi6zmfsc2v9,"What was the name of the art show curated by Mel Bochner in 1966 that featured photocopied notes, sketches, and diagrams of various artists?",Working Drawings and Other Visible Things on Paper Not Necessarily Meant to Be Viewed as Art
https://bananasplitfest.com/activities,What is the name of the brewery that hosts the Pub Quiz?,East End Brewing Company
https://bananasplitfest.com/activities,What university is mentioned in the document as having a presence in Pittsburgh?,Carnegie Mellon University
https://bananasplitfest.com/activities,What neighborhood in Pittsburgh is home to the East End Brewing Company?,Larimer
https://bananasplitfest.com/activities,What is the name of the podcast hosted by Jessie Sage?,Pillow Talk with Jessie Sage
https://bananasplitfest.com/activities,What is the name of the publication where the article was found?,Pittsburgh City Paper
https://bananasplitfest.com/activities/crafts-games-activities,What is the name of the university that was founded by Andrew Carnegie in 1900?,Carnegie Mellon University
https://bananasplitfest.com/activities/crafts-games-activities,Which university in Pittsburgh is known for its computer science program and has produced many successful tech companies such as Google and Facebook?,Carnegie Mellon University
https://bananasplitfest.com/activities/crafts-games-activities,Which university in Pittsburgh has a strong program in artificial intelligence and machine learning?,Carnegie Mellon University
https://bananasplitfest.com/activities/crafts-games-activities,What is the name of the university's campus in Pittsburgh that is known for its beautiful architecture and scenic views?,The Carnegie Mellon University campus in Oakland
https://bananasplitfest.com/activities/entertainment,Where is Carnegie Museum of Art located?,"Pittsburgh, Pennsylvania"
https://bananasplitfest.com/activities/entertainment,What is the name of the new Pixar exhibition at Carnegie Science Center?,The STEM of Animation
https://bananasplitfest.com/activities/entertainment,What is the name of the museum that is home to some of the most significant collections in the world?,Carnegie Museums
https://bananasplitfest.com/activities/entertainment,What is the name of the museum that is dedicated to the life and art of Andy Warhol?,The Andy Warhol Museum
https://bananasplitfest.com/activities/entertainment,What is the name of the university that is affiliated with Carnegie Museums of Pittsburgh?,Carnegie Mellon University
https://bananasplitfest.com/activities/entertainment/entertainer-interest-form,What is the name of the festival that takes place in Pittsburgh?,Pittsburgh Taco Festival
https://bananasplitfest.com/activities/entertainment/entertainer-interest-form,What is the name of the city where the Pittsburgh Taco Festival is located?,Pittsburgh
https://bananasplitfest.com/activities/entertainment/entertainer-interest-form,What is the name of the state where the Pittsburgh Taco Festival is located?,Pennsylvania
https://bananasplitfest.com/activities/entertainment/entertainer-interest-form,What is the name of the university that is located in Pittsburgh?,Carnegie Mellon University
https://bananasplitfest.com/activities/food,What is the name of the city's public transportation system?,Port Authority of Allegheny County
https://bananasplitfest.com/activities/food,What is the name of the university that was founded by Andrew Carnegie?,Carnegie Mellon University
https://bananasplitfest.com/activities/food,What is the name of the city's river?,Allegheny River
https://bananasplitfest.com/activities/food,What is the name of the city's famous sports team?,Pittsburgh Steelers
https://bananasplitfest.com/activities/food,What is the name of the city's famous bridge?,Schenley Bridge
https://bananasplitfest.com/activities/participating-vendors,What university has a sports facility called Highmark SportsWorks at the Carnegie Science Center?,Carnegie Mellon University
https://bananasplitfest.com/activities/participating-vendors,What professional sports team is based in Pittsburgh and plays at PPG Paints Arena?,Penguins
https://bananasplitfest.com/activities/participating-vendors,What is the name of the sports museum in Pittsburgh that teaches about the region's sports history?,Western Pennsylvania Sports Museum
https://bananasplitfest.com/activities/participating-vendors,What is the name of the Pittsburgh stadium that is home to the Pirates?,PNC Park
https://bananasplitfest.com/activities/participating-vendors,What is the name of the river that runs along the stadium Highmark Stadium?,Monongahela River
https://bananasplitfest.com/entertainment,What is the name of the student volunteer program at the Pittsburgh Cultural Trust?,Beyond the Stage
https://bananasplitfest.com/entertainment,What is the name of the volunteer recognition celebrations at the Pittsburgh Cultural Trust?,Volunteer Appreciation Party
https://bananasplitfest.com/entertainment,What is the name of the event where volunteers decorated the Benedum for the Holidays?,Benedum Decoration
https://bananasplitfest.com/entertainment,What is the name of the organization that Carnegie Mellon University is a part of?,Pittsburgh Cultural Trust
https://bananasplitfest.com/entertainment,"What is the name of the venue where the Pittsburgh Cultural Trust hosts events, including the Benedum and Byham theaters?",The Cultural District
https://bananasplitfest.com/events,What city is known as the home of the Negro League Museum?,"Kansas City, Mo."
https://bananasplitfest.com/events,What city is more synonymous with black baseball than Pittsburgh?,Pittsburgh
https://bananasplitfest.com/events,What are the names of two of the greatest franchises in Negro League history based in Pittsburgh?,not specified
https://bananasplitfest.com/events,What is the name of the museum that honors the legacy of the Negro Leagues?,Negro League Museum
https://bananasplitfest.com/events,What is the name of the baseball team that is mentioned in the article as being from Pittsburgh?,not specified
https://bananasplitfest.com/events/banana-challenge,What is the name of the not-for-profit organization that serves the business membership in Pittsburgh?,VisitPITTSBURGH
https://bananasplitfest.com/events/banana-challenge,What is the name of the tourism development plan for Pittsburgh?,The Tourism Economy
https://bananasplitfest.com/events/banana-challenge,"What is the name of the organization that is dedicated to generating convention, trade show and leisure travel business for the Pittsburgh region?",VisitPITTSBURGH
